lganame,wardname,year,month,no2_mean_mol_m2,no2_valid_pixels
Warri South,Igbudu,2024,4,2.570915239630267e-05,2
Warri South,Obodo,2024,4,1.6411449905717745e-05,32
Warri South,Ode-Itsekiri,2024,4,1.686936990484934e-05,11
Warri South,Okere,2024,4,2.6822386037868757e-05,3
Warri South,Pessu,2024,4,2.2285406885202974e-05,2
Warri South,Ubeji,2024,4,1.9062930592693963e-05,13
Bomadi,Akugbene 1,2024,5,1.6406895156251267e-05,4
Bomadi,Akugbene 2,2024,5,1.5264284229488112e-05,1
Bomadi,Akugbene 3,2024,5,1.497412540629739e-05,2
Bomadi,Bomadi,2024,5,1.753467464974771e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,5,1.2491816596593707e-05,20
Bomadi,Esanma,2024,5,1.4983167602622416e-05,8
Bomadi,Kpakiama,2024,5,1.7489790075665547e-05,9
Bomadi,Ogbeinma/Okoloba,2024,5,1.5531385239834588e-05,6
Bomadi,Ogo/Eze,2024,5,1.663815904369888e-05,6
Bomadi,Ogriagbene,2024,5,1.296337868552655e-05,10
Burutu,Bolou-Ndoro,2024,5,1.2358376157603093e-05,42
Burutu,Egodor,2024,5,2.292712652606183e-05,29
Burutu,Eseinbiri,2024,5,1.4698987797601148e-05,16
Burutu,Kiagbodo,2024,5,1.8290209118276836e-05,5
Burutu,Ngbilebiri,2024,5,1.977656575036235e-05,6
Burutu,Obetebe,2024,5,1.6028721584007145e-05,50
Burutu,Ogulagha,2024,5,1.675809537780217e-05,44
Burutu,Ojobo,2024,5,1.096382038667798e-05,5
Burutu,Tamigbe,2024,5,1.367640850896185e-05,11
Burutu,Torugbene,2024,5,1.3648106687469408e-05,8
Burutu,Tuomo,2024,5,1.5953556822541243e-05,13
Patani,Abari,2024,5,1.6947768745012582e-05,5
Patani,Agoloma,2024,5,1.7053872579708695e-05,5
Patani,Buluangiama,2024,5,1.7405500936244305e-05,12
Patani,Odorubu,2024,5,1.669255496900795e-05,14
Patani,Patani 2,2024,5,1.699230172865403e-05,6
Patani,Patani 3,2024,5,1.6892526764422656e-05,5
Patani,Patani 4,2024,5,1.9017932572751306e-05,4
Patani,Patani 5,2024,5,1.837452457818602e-05,7
Patani,Toruangiama,2024,5,1.675783278187737e-05,5
Patani,Uduophori,2024,5,1.724433786876034e-05,8
Warri South-West,Ajudaibo,2024,5,1.887325561256148e-05,4
Warri South-West,Akpakpa,2024,5,1.9956479081884027e-05,5
Warri South-West,Isaba,2024,5,3.231846494600177e-05,20
Warri South-West,Madangho,2024,5,1.9457853341009468e-05,2
Warri South-West,Ogbe-Ijoh,2024,5,2.4825174239326696e-05,61
Warri South-West,Ogidigben,2024,5,1.9431121472734958e-05,8
Warri South-West,Okerenkoko,2024,5,1.7703980428435035e-05,59
Warri South-West,Oporozo,2024,5,1.962201713467948e-05,24
Warri South-West,Orere,2024,5,1.8374420404951605e-05,9
Warri South-West,Ugborodo,2024,5,1.964168914128095e-05,5
Warri South,Avenue,2024,5,3.5471701994538304e-05,5
Warri South,Bowen,2024,5,3.81896024919115e-05,4
Warri South,Ekurede,2024,5,3.795446828007698e-05,5
Warri South,Esisi,2024,5,3.6356788768898696e-05,2
Warri South,Igbudu,2024,5,3.512368130031973e-05,2
Warri South,Obodo,2024,5,2.063909596472513e-05,32
Warri South,Ode-Itsekiri,2024,5,3.782130079343915e-05,11
Warri South,Okere,2024,5,3.884384689930206e-05,3
Warri South,Pessu,2024,5,4.00224125769455e-05,2
Warri South,Ubeji,2024,5,3.330889740027487e-05,13
Bomadi,Akugbene 1,2024,6,1.5603247447870672e-05,4
Bomadi,Akugbene 2,2024,6,1.652793616813142e-05,1
Bomadi,Akugbene 3,2024,6,1.8327580619370565e-05,2
Bomadi,Bomadi,2024,6,2.176999259972945e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,6,9.890686487779022e-06,20
Bomadi,Esanma,2024,6,1.7853617464425042e-05,8
Bomadi,Kpakiama,2024,6,2.947559631947014e-05,9
Bomadi,Ogbeinma/Okoloba,2024,6,1.5242113780307895e-05,6
Bomadi,Ogo/Eze,2024,6,1.2457120950178554e-05,6
Bomadi,Ogriagbene,2024,6,8.230667299358175e-06,10
Burutu,Bolou-Ndoro,2024,6,8.027270225630629e-06,42
Burutu,Egodor,2024,6,1.1815371369172272e-05,29
Burutu,Eseinbiri,2024,6,1.403499481966719e-05,16
Burutu,Kiagbodo,2024,6,1.3622039114125073e-05,5
Burutu,Ngbilebiri,2024,6,6.739879002755818e-06,6
Burutu,Obetebe,2024,6,1.0878308676183224e-05,50
Burutu,Ogulagha,2024,6,1.5018704950555481e-05,44
Burutu,Ojobo,2024,6,8.058552339207381e-06,5
Burutu,Tamigbe,2024,6,1.1745088903064078e-05,11
Burutu,Torugbene,2024,6,1.097553194995271e-05,8
Burutu,Tuomo,2024,6,1.599356675377259e-05,13
Patani,Abari,2024,6,1.9236658408772202e-05,5
Patani,Agoloma,2024,6,1.962161477422342e-05,5
Patani,Buluangiama,2024,6,1.823422401988258e-05,12
Patani,Odorubu,2024,6,2.391696866002998e-05,14
Patani,Patani 2,2024,6,1.7878531555955608e-05,6
Patani,Patani 3,2024,6,1.827301748562604e-05,5
Patani,Patani 4,2024,6,1.655964479141403e-05,4
Patani,Patani 5,2024,6,1.6398357859413538e-05,7
Patani,Toruangiama,2024,6,2.0039617083966732e-05,5
Patani,Uduophori,2024,6,2.1759095034212805e-05,8
Warri South-West,Ajudaibo,2024,6,1.6671243429300375e-05,4
Warri South-West,Akpakpa,2024,6,1.4583856682293117e-05,5
Warri South-West,Isaba,2024,6,1.6599545779172332e-05,20
Warri South-West,Madangho,2024,6,1.8042830561171286e-05,2
Warri South-West,Ogbe-Ijoh,2024,6,2.0047962726628194e-05,61
Warri South-West,Ogidigben,2024,6,1.4725350411026739e-05,8
Warri South-West,Okerenkoko,2024,6,1.7015989554130426e-05,59
Warri South-West,Oporozo,2024,6,1.6885818088970456e-05,24
Warri South-West,Orere,2024,6,1.5995101421140134e-05,9
Warri South-West,Ugborodo,2024,6,1.7077810480259358e-05,5
Warri South,Avenue,2024,6,2.2029533283784986e-05,5
Warri South,Bowen,2024,6,2.2356338376994245e-05,4
Warri South,Ekurede,2024,6,2.1418335381895304e-05,5
Warri South,Esisi,2024,6,2.4692126316949725e-05,2
Warri South,Igbudu,2024,6,2.3089869500836357e-05,2
Warri South,Obodo,2024,6,1.7526150259072892e-05,32
Warri South,Ode-Itsekiri,2024,6,2.1526838695122436e-05,11
Warri South,Okere,2024,6,2.3030239390209317e-05,3
Warri South,Pessu,2024,6,2.0020550437038764e-05,2
Warri South,Ubeji,2024,6,1.866589837635939e-05,13
Bomadi,Akugbene 1,2024,7,1.1740083209588192e-05,4
Bomadi,Akugbene 2,2024,7,1.2219103155075572e-05,1
Bomadi,Akugbene 3,2024,7,1.1314045877952594e-05,2
Bomadi,Bomadi,2024,7,1.240001802216284e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,7,1.0238849790766836e-05,20
Bomadi,Esanma,2024,7,1.0187535735894926e-05,8
Bomadi,Kpakiama,2024,7,1.303655153606087e-05,9
Bomadi,Ogbeinma/Okoloba,2024,7,1.2230653131458288e-05,6
Bomadi,Ogo/Eze,2024,7,1.2677241708540047e-05,6
Bomadi,Ogriagbene,2024,7,8.732582500670105e-06,10
Burutu,Bolou-Ndoro,2024,7,9.01555800477841e-06,42
Burutu,Egodor,2024,7,1.203115318966066e-05,29
Burutu,Eseinbiri,2024,7,1.0081519576488063e-05,16
Burutu,Kiagbodo,2024,7,1.3032014248892664e-05,5
Burutu,Ngbilebiri,2024,7,1.2001054225644717e-05,6
Burutu,Obetebe,2024,7,9.638533229008316e-06,50
Burutu,Ogulagha,2024,7,8.849459515080195e-06,44
Burutu,Ojobo,2024,7,7.891043787822128e-06,5
Burutu,Tamigbe,2024,7,8.906780170615424e-06,11
Burutu,Torugbene,2024,7,8.434729352302384e-06,8
Burutu,Tuomo,2024,7,1.026151361517035e-05,13
Patani,Abari,2024,7,1.4362868387252093e-05,5
Patani,Agoloma,2024,7,1.3374263653531671e-05,5
Patani,Buluangiama,2024,7,1.35261652758345e-05,12
Patani,Odorubu,2024,7,1.247225736733526e-05,14
Patani,Patani 2,2024,7,1.3368508613590771e-05,6
Patani,Patani 3,2024,7,1.3310392387211322e-05,5
Patani,Patani 4,2024,7,1.3262086213217117e-05,4
Patani,Patani 5,2024,7,1.3843047781847417e-05,7
Patani,Toruangiama,2024,7,1.3177066284697503e-05,5
Patani,Uduophori,2024,7,1.2788262210960966e-05,8
Warri South-West,Ajudaibo,2024,7,1.217303542944137e-05,4
Warri South-West,Akpakpa,2024,7,1.0997680510627105e-05,5
Warri South-West,Isaba,2024,7,1.3057830801699311e-05,20
Warri South-West,Madangho,2024,7,1.2382059139781632e-05,2
Warri South-West,Ogbe-Ijoh,2024,7,1.160353403080438e-05,61
Warri South-West,Ogidigben,2024,7,1.0361902241129428e-05,8
Warri South-West,Okerenkoko,2024,7,1.1125775803890774e-05,59
Warri South-West,Oporozo,2024,7,1.1087893653893843e-05,24
Warri South-West,Orere,2024,7,9.589700817337467e-06,9
Warri South-West,Ugborodo,2024,7,1.070705329766497e-05,5
Warri South,Avenue,2024,7,1.3652289635501801e-05,5
Warri South,Bowen,2024,7,1.5298759535653517e-05,4
Warri South,Ekurede,2024,7,1.3273436343297362e-05,5
Warri South,Esisi,2024,7,1.5200463167275302e-05,2
Warri South,Igbudu,2024,7,1.6267755199805833e-05,2
Warri South,Obodo,2024,7,1.215731754200533e-05,32
Warri South,Ode-Itsekiri,2024,7,1.298930411311713e-05,11
Warri South,Okere,2024,7,1.4975523905983815e-05,3
Warri South,Pessu,2024,7,1.5397054085042328e-05,2
Warri South,Ubeji,2024,7,1.2997153904647208e-05,13
Bomadi,Akugbene 1,2024,8,1.3103087439958472e-05,4
Bomadi,Akugbene 2,2024,8,1.4325352822197601e-05,1
Bomadi,Akugbene 3,2024,8,1.3395338100963272e-05,2
Bomadi,Bomadi,2024,8,1.2933528826882442e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,8,1.2149180111009628e-05,20
Bomadi,Esanma,2024,8,1.2637185136554763e-05,8
Bomadi,Kpakiama,2024,8,1.3496746962320887e-05,9
Bomadi,Ogbeinma/Okoloba,2024,8,1.2956428690813482e-05,6
Bomadi,Ogo/Eze,2024,8,1.2178714920689041e-05,6
Bomadi,Ogriagbene,2024,8,1.1830976291093975e-05,10
Burutu,Bolou-Ndoro,2024,8,1.1108649362410819e-05,42
Burutu,Egodor,2024,8,1.3361851572348125e-05,29
Burutu,Eseinbiri,2024,8,1.3007597772229929e-05,16
Burutu,Kiagbodo,2024,8,1.2929766671732069e-05,5
Burutu,Ngbilebiri,2024,8,1.3422613847069442e-05,6
Burutu,Obetebe,2024,8,1.153401331976056e-05,50
Burutu,Ogulagha,2024,8,1.1046986566560173e-05,44
Burutu,Ojobo,2024,8,1.153074554167688e-05,5
Burutu,Tamigbe,2024,8,1.1873278047212146e-05,11
Burutu,Torugbene,2024,8,1.215870724990964e-05,8
Burutu,Tuomo,2024,8,1.2781247138403929e-05,13
Patani,Abari,2024,8,1.2321613030508161e-05,5
Patani,Agoloma,2024,8,1.247602776857093e-05,5
Patani,Buluangiama,2024,8,1.280988120318701e-05,12
Patani,Odorubu,2024,8,1.2029448823471154e-05,14
Patani,Patani 2,2024,8,1.2177263367145011e-05,6
Patani,Patani 3,2024,8,1.209368565469049e-05,5
Patani,Patani 4,2024,8,1.2491835150285624e-05,4
Patani,Patani 5,2024,8,1.2452506260680301e-05,7
Patani,Toruangiama,2024,8,1.3292378571350128e-05,5
Patani,Uduophori,2024,8,1.274932856176747e-05,8
Warri South-West,Ajudaibo,2024,8,1.2717159734165762e-05,4
Warri South-West,Akpakpa,2024,8,1.1499180254759267e-05,5
Warri South-West,Isaba,2024,8,1.2826004240196199e-05,20
Warri South-West,Madangho,2024,8,1.3522887456929311e-05,2
Warri South-West,Ogbe-Ijoh,2024,8,1.2382281921254319e-05,61
Warri South-West,Ogidigben,2024,8,1.1682784133881796e-05,8
Warri South-West,Okerenkoko,2024,8,1.1898259537578639e-05,59
Warri South-West,Oporozo,2024,8,1.2260208071287101e-05,24
Warri South-West,Orere,2024,8,1.2604046787600964e-05,9
Warri South-West,Ugborodo,2024,8,1.2431302457116544e-05,5
Warri South,Avenue,2024,8,1.1940642434637993e-05,5
Warri South,Bowen,2024,8,1.2830592822865583e-05,4
Warri South,Ekurede,2024,8,1.1560205894056708e-05,5
Warri South,Esisi,2024,8,1.212064853461925e-05,2
Warri South,Igbudu,2024,8,1.4004552213009447e-05,2
Warri South,Obodo,2024,8,1.2325359421083704e-05,32
Warri South,Ode-Itsekiri,2024,8,1.1428863879039206e-05,11
Warri South,Okere,2024,8,1.2189628857110316e-05,3
Warri South,Pessu,2024,8,1.3540535292122513e-05,2
Warri South,Ubeji,2024,8,1.2051226804032922e-05,13
Bomadi,Akugbene 1,2024,9,1.305731711909175e-05,4
Bomadi,Akugbene 2,2024,9,1.285308098886162e-05,1
Bomadi,Akugbene 3,2024,9,1.3097140254103579e-05,2
Bomadi,Bomadi,2024,9,1.4842566694521034e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,9,1.1797805200330913e-05,20
Bomadi,Esanma,2024,9,1.1664627891150303e-05,8
Bomadi,Kpakiama,2024,9,1.4051153104648822e-05,9
Bomadi,Ogbeinma/Okoloba,2024,9,1.3986100384499878e-05,6
Bomadi,Ogo/Eze,2024,9,1.4643437073876461e-05,6
Bomadi,Ogriagbene,2024,9,1.1479581735329702e-05,10
Burutu,Bolou-Ndoro,2024,9,1.0581902599716115e-05,42
Burutu,Egodor,2024,9,1.4056870111681777e-05,29
Burutu,Eseinbiri,2024,9,1.3059350749244913e-05,16
Burutu,Kiagbodo,2024,9,1.5408954641316087e-05,5
Burutu,Ngbilebiri,2024,9,1.172502500897584e-05,6
Burutu,Obetebe,2024,9,1.1888585286214947e-05,50
Burutu,Ogulagha,2024,9,1.1628411646763032e-05,44
Burutu,Ojobo,2024,9,1.0353580000810325e-05,5
Burutu,Tamigbe,2024,9,1.1223345857367597e-05,11
Burutu,Torugbene,2024,9,1.0491748980712146e-05,8
Burutu,Tuomo,2024,9,1.3235555693077353e-05,13
Patani,Abari,2024,9,2.0934273197781295e-05,5
Patani,Agoloma,2024,9,1.4064190327189863e-05,5
Patani,Buluangiama,2024,9,1.3698388405221825e-05,12
Patani,Odorubu,2024,9,1.3240141145485853e-05,14
Patani,Patani 2,2024,9,1.7799897856699925e-05,6
Patani,Patani 3,2024,9,1.808795495890081e-05,5
Patani,Patani 4,2024,9,1.7954258510144427e-05,4
Patani,Patani 5,2024,9,1.5911501707575682e-05,7
Patani,Toruangiama,2024,9,1.3128509453963489e-05,5
Patani,Uduophori,2024,9,1.294574758503586e-05,8
Warri South-West,Ajudaibo,2024,9,1.5672208974137902e-05,4
Warri South-West,Akpakpa,2024,9,1.4991041098255664e-05,5
Warri South-West,Isaba,2024,9,1.4035931963007897e-05,20
Warri South-West,Madangho,2024,9,1.470036841055844e-05,2
Warri South-West,Ogbe-Ijoh,2024,9,1.3607157180543805e-05,61
Warri South-West,Ogidigben,2024,9,1.3433822459774092e-05,8
Warri South-West,Okerenkoko,2024,9,1.3244817806881363e-05,59
Warri South-West,Oporozo,2024,9,1.418412042160829e-05,24
Warri South-West,Orere,2024,9,1.1548545444384217e-05,9
Warri South-West,Ugborodo,2024,9,1.275736722163856e-05,5
Warri South,Avenue,2024,9,1.705582835711539e-05,5
Warri South,Bowen,2024,9,1.670633355388418e-05,4
Warri South,Ekurede,2024,9,1.6874403809197246e-05,5
Warri South,Esisi,2024,9,1.6861315089045092e-05,2
Warri South,Igbudu,2024,9,1.626685116207227e-05,2
Warri South,Obodo,2024,9,1.3385797501541674e-05,32
Warri South,Ode-Itsekiri,2024,9,1.5266001520847734e-05,11
Warri South,Okere,2024,9,1.708816853351891e-05,3
Warri South,Pessu,2024,9,1.6551353837712668e-05,2
Warri South,Ubeji,2024,9,1.4501420082524419e-05,13
Bomadi,Akugbene 1,2024,10,1.4927235497452784e-05,4
Bomadi,Akugbene 2,2024,10,1.2667602277360857e-05,1
Bomadi,Akugbene 3,2024,10,1.3866472727386281e-05,2
Bomadi,Bomadi,2024,10,1.825713358509044e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,10,1.6482017235830428e-05,20
Bomadi,Esanma,2024,10,1.558008989377413e-05,8
Bomadi,Kpakiama,2024,10,1.835096110072401e-05,9
Bomadi,Ogbeinma/Okoloba,2024,10,1.576701955248912e-05,6
Bomadi,Ogo/Eze,2024,10,1.807647034487066e-05,6
Bomadi,Ogriagbene,2024,10,1.5894217358436436e-05,10
Burutu,Bolou-Ndoro,2024,10,1.5546031396037767e-05,42
Burutu,Egodor,2024,10,1.81064382998337e-05,29
Burutu,Eseinbiri,2024,10,1.587522820045706e-05,16
Burutu,Kiagbodo,2024,10,1.890762650873512e-05,5
Burutu,Ngbilebiri,2024,10,1.656688376291034e-05,6
Burutu,Obetebe,2024,10,1.6731410287320614e-05,50
Burutu,Ogulagha,2024,10,1.3771936540830541e-05,44
Burutu,Ojobo,2024,10,1.3026237138547003e-05,5
Burutu,Tamigbe,2024,10,1.2974831571971828e-05,11
Burutu,Torugbene,2024,10,1.1894605449924711e-05,8
Burutu,Tuomo,2024,10,1.5126706924862587e-05,13
Patani,Abari,2024,10,2.328134432900697e-05,5
Patani,Agoloma,2024,10,2.1161242329981178e-05,5
Patani,Buluangiama,2024,10,1.8468637184317533e-05,12
Patani,Odorubu,2024,10,1.658703903168706e-05,14
Patani,Patani 2,2024,10,2.297556056873873e-05,6
Patani,Patani 3,2024,10,2.3300462635234e-05,5
Patani,Patani 4,2024,10,2.2056265152059495e-05,4
Patani,Patani 5,2024,10,2.059550440338041e-05,7
Patani,Toruangiama,2024,10,1.7052621114999055e-05,5
Patani,Uduophori,2024,10,1.6392634279327467e-05,8
Warri South-West,Ajudaibo,2024,10,1.6813661204650998e-05,4
Warri South-West,Akpakpa,2024,10,1.5279228682629765e-05,5
Warri South-West,Isaba,2024,10,1.896596368169412e-05,20
Warri South-West,Madangho,2024,10,1.8031325453193858e-05,2
Warri South-West,Ogbe-Ijoh,2024,10,1.7444141300731018e-05,61
Warri South-West,Ogidigben,2024,10,1.3638577001984231e-05,8
Warri South-West,Okerenkoko,2024,10,1.5572692125530566e-05,59
Warri South-West,Oporozo,2024,10,1.583715493325144e-05,24
Warri South-West,Orere,2024,10,1.6095094098192123e-05,9
Warri South-West,Ugborodo,2024,10,1.679888373473659e-05,5
Warri South,Avenue,2024,10,2.195945562561974e-05,5
Warri South,Bowen,2024,10,1.981494642677717e-05,4
Warri South,Ekurede,2024,10,2.120996650774032e-05,5
Warri South,Esisi,2024,10,2.131748988176696e-05,2
Warri South,Igbudu,2024,10,1.9589242583606392e-05,2
Warri South,Obodo,2024,10,1.7053171177394688e-05,32
Warri South,Ode-Itsekiri,2024,10,1.848651233806529e-05,11
Warri South,Okere,2024,10,2.0387662516441196e-05,3
Warri South,Pessu,2024,10,1.8312402971787378e-05,2
Warri South,Ubeji,2024,10,1.9852933921636297e-05,13
Bomadi,Akugbene 1,2024,11,1.2511433851614129e-05,4
Bomadi,Akugbene 2,2024,11,1.2190529560029972e-05,1
Bomadi,Akugbene 3,2024,11,1.3548359675041866e-05,2
Bomadi,Bomadi,2024,11,1.3846824003849179e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,11,1.3217830564826727e-05,20
Bomadi,Esanma,2024,11,1.1766082934627775e-05,8
Bomadi,Kpakiama,2024,11,1.4934223145246506e-05,9
Bomadi,Ogbeinma/Okoloba,2024,11,1.4551658144531151e-05,6
Bomadi,Ogo/Eze,2024,11,1.6514842476074893e-05,6
Bomadi,Ogriagbene,2024,11,1.3513599697034806e-05,10
Burutu,Bolou-Ndoro,2024,11,1.6242387660202528e-05,42
Burutu,Egodor,2024,11,1.8684135284274817e-05,29
Burutu,Eseinbiri,2024,11,1.3044604202150367e-05,16
Burutu,Kiagbodo,2024,11,1.962462702067569e-05,5
Burutu,Ngbilebiri,2024,11,1.598889260397603e-05,6
Burutu,Obetebe,2024,11,1.847399049438536e-05,50
Burutu,Ogulagha,2024,11,1.707394602073526e-05,44
Burutu,Ojobo,2024,11,1.2687072739936411e-05,5
Burutu,Tamigbe,2024,11,1.3365648390555924e-05,11
Burutu,Torugbene,2024,11,1.2862358744314406e-05,8
Burutu,Tuomo,2024,11,1.4568223447825472e-05,13
Patani,Abari,2024,11,1.8935094703920186e-05,5
Patani,Agoloma,2024,11,2.077282697428018e-05,5
Patani,Buluangiama,2024,11,1.9228755263611674e-05,12
Patani,Odorubu,2024,11,1.5565946731450303e-05,14
Patani,Patani 2,2024,11,2.000309662738194e-05,6
Patani,Patani 3,2024,11,1.9864215573761612e-05,5
Patani,Patani 4,2024,11,1.7479525922681205e-05,4
Patani,Patani 5,2024,11,1.782218792608806e-05,7
Patani,Toruangiama,2024,11,1.968693541130051e-05,5
Patani,Uduophori,2024,11,1.5694293324486353e-05,8
Warri South-West,Ajudaibo,2024,11,1.9066859749727882e-05,4
Warri South-West,Akpakpa,2024,11,1.78609523572959e-05,5
Warri South-West,Isaba,2024,11,2.2680471010971816e-05,20
Warri South-West,Madangho,2024,11,1.8826980522135273e-05,2
Warri South-West,Ogbe-Ijoh,2024,11,1.9326943476669123e-05,61
Warri South-West,Ogidigben,2024,11,1.5394571164506488e-05,8
Warri South-West,Okerenkoko,2024,11,1.6288594066528447e-05,59
Warri South-West,Oporozo,2024,11,1.7360122001264244e-05,24
Warri South-West,Orere,2024,11,1.5383337288060124e-05,9
Warri South-West,Ugborodo,2024,11,1.7296243458986283e-05,5
Warri South,Avenue,2024,11,3.2064830884337424e-05,5
Warri South,Bowen,2024,11,3.394171653781086e-05,4
Warri South,Ekurede,2024,11,3.062012256123125e-05,5
Warri South,Esisi,2024,11,3.539496537996456e-05,2
Warri South,Igbudu,2024,11,3.6186844226904213e-05,2
Warri South,Obodo,2024,11,1.6605355995125137e-05,32
Warri South,Ode-Itsekiri,2024,11,2.513801022856073e-05,11
Warri South,Okere,2024,11,3.3635544241406024e-05,3
Warri South,Pessu,2024,11,3.248847133363597e-05,2
Warri South,Ubeji,2024,11,2.099057355035956e-05,13
Bomadi,Akugbene 1,2024,12,3.352782368892804e-05,4
Bomadi,Akugbene 2,2024,12,3.536971053108573e-05,1
Bomadi,Akugbene 3,2024,12,3.441177250351757e-05,2
Bomadi,Bomadi,2024,12,3.4012438845820725e-05,6
Bomadi,Ekaametagbene/Kalafio,2024,12,2.7734271134249867e-05,20
Bomadi,Esanma,2024,12,3.1327530450653285e-05,8
Bomadi,Kpakiama,2024,12,3.651368832733068e-05,9
Bomadi,Ogbeinma/Okoloba,2024,12,3.521173493936658e-05,6
Bomadi,Ogo/Eze,2024,12,3.602916452412804e-05,6
Bomadi,Ogriagbene,2024,12,2.973488881252706e-05,10
Burutu,Bolou-Ndoro,2024,12,2.7793470681423233e-05,42
Burutu,Egodor,2024,12,3.58570551756641e-05,29
Burutu,Eseinbiri,2024,12,2.95154004561482e-05,16
Burutu,Kiagbodo,2024,12,4.303996975068003e-05,5
Burutu,Ngbilebiri,2024,12,3.669272700790316e-05,6
Burutu,Obetebe,2024,12,2.8951598796993494e-05,50
Burutu,Ogulagha,2024,12,2.6699801144952122e-05,44
Burutu,Ojobo,2024,12,2.933330833911896e-05,5
Burutu,Tamigbe,2024,12,2.9458177529952742e-05,11
Burutu,Torugbene,2024,12,2.9509235901059583e-05,8
Burutu,Tuomo,2024,12,3.0363874080089423e-05,13
Patani,Abari,2024,12,3.1088132527656856e-05,5
Patani,Agoloma,2024,12,3.285688289906829e-05,5
Patani,Buluangiama,2024,12,3.2954621322763465e-05,12
Patani,Odorubu,2024,12,3.183068058985684e-05,14
Patani,Patani 2,2024,12,3.169598251891633e-05,6
Patani,Patani 3,2024,12,3.184896777383983e-05,5
Patani,Patani 4,2024,12,3.367839235579595e-05,4
Patani,Patani 5,2024,12,3.328837504211281e-05,7
Patani,Toruangiama,2024,12,3.236772026866674e-05,5
Patani,Uduophori,2024,12,3.112711783614941e-05,8
Warri South-West,Ajudaibo,2024,12,3.432764788158238e-05,4
Warri South-West,Akpakpa,2024,12,3.055330016650259e-05,5
Warri South-West,Isaba,2024,12,3.852572990581393e-05,20
Warri South-West,Madangho,2024,12,3.521438338793814e-05,2
Warri South-West,Ogbe-Ijoh,2024,12,3.134908505761233e-05,61
Warri South-West,Ogidigben,2024,12,2.9014965548412874e-05,8
Warri South-West,Okerenkoko,2024,12,2.765696953540131e-05,59
Warri South-West,Oporozo,2024,12,2.806295621364067e-05,24
Warri South-West,Orere,2024,12,2.7364530574737324e-05,9
Warri South-West,Ugborodo,2024,12,3.3555622212588784e-05,5
Warri South,Avenue,2024,12,4.880962078459561e-05,5
Warri South,Bowen,2024,12,5.4228697990765795e-05,4
Warri South,Ekurede,2024,12,4.637133097276092e-05,5
Warri South,Esisi,2024,12,5.535267337108962e-05,2
Warri South,Igbudu,2024,12,5.7654789998196065e-05,2
Warri South,Obodo,2024,12,3.08181406580843e-05,32
Warri South,Ode-Itsekiri,2024,12,4.0571454023434356e-05,11
Warri South,Okere,2024,12,5.342189494209985e-05,3
Warri South,Pessu,2024,12,5.310471897246316e-05,2
Warri South,Ubeji,2024,12,3.607320160461733e-05,13
Bomadi,Akugbene 1,2025,1,3.7239689845591784e-05,4
Bomadi,Akugbene 2,2025,1,3.774618744500913e-05,1
Bomadi,Akugbene 3,2025,1,3.984908471466042e-05,2
Bomadi,Bomadi,2025,1,3.7347247901683055e-05,6
Bomadi,Ekaametagbene/Kalafio,2025,1,3.300463140476495e-05,20
Bomadi,Esanma,2025,1,3.76002790289931e-05,8
Bomadi,Kpakiama,2025,1,3.878736040658421e-05,9
Bomadi,Ogbeinma/Okoloba,2025,1,3.747753119872262e-05,6
Bomadi,Ogo/Eze,2025,1,3.500253660604358e-05,6
Bomadi,Ogriagbene,2025,1,3.1675165519118306e-05,10
Burutu,Bolou-Ndoro,2025,1,3.125372209719249e-05,42
Burutu,Egodor,2025,1,3.632138370825299e-05,29
Burutu,Eseinbiri,2025,1,3.394073064555414e-05,16
Burutu,Kiagbodo,2025,1,3.906777710653842e-05,5
Burutu,Ngbilebiri,2025,1,3.590981214074418e-05,6
Burutu,Obetebe,2025,1,3.302224911749363e-05,50
Burutu,Ogulagha,2025,1,3.175224727866325e-05,44
Burutu,Ojobo,2025,1,3.060171729885042e-05,5
Burutu,Tamigbe,2025,1,3.207497171718966e-05,11
Burutu,Torugbene,2025,1,3.0540912121068686e-05,8
Burutu,Tuomo,2025,1,3.441491683658499e-05,13
Patani,Abari,2025,1,3.4606759436428546e-05,5
Patani,Agoloma,2025,1,3.968790988437831e-05,5
Patani,Buluangiama,2025,1,3.676281873291979e-05,12
Patani,Odorubu,2025,1,3.587936849466392e-05,14
Patani,Patani 2,2025,1,3.5728298826143146e-05,6
Patani,Patani 3,2025,1,3.5789250978268684e-05,5
Patani,Patani 4,2025,1,3.754693898372352e-05,4
Patani,Patani 5,2025,1,3.8186591284881744e-05,7
Patani,Toruangiama,2025,1,3.564474463928491e-05,5
Patani,Uduophori,2025,1,3.509799353196286e-05,8
Warri South-West,Ajudaibo,2025,1,4.0280327084474266e-05,4
Warri South-West,Akpakpa,2025,1,3.6296440521255134e-05,5
Warri South-West,Isaba,2025,1,3.8215520908124746e-05,20
Warri South-West,Madangho,2025,1,4.145936691202223e-05,2
Warri South-West,Ogbe-Ijoh,2025,1,3.512945316243367e-05,61
Warri South-West,Ogidigben,2025,1,3.420656139496714e-05,8
